"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information"
"F4704",2023-01-29 11:29:55,"Karely_L","NCT01113762","Yes","https://doi.org/10.3109/17453674.2013.784657","10.3109/17453674.2013.784657","Linked at the registration","Journal publication",23597114,"NCT ID",2013-04-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2007-02-28","2019-11-30","Publication date before completion date",NA,"4","Karely_L","Found by 1/2 reviewers, near-match"
"F4705",2023-01-29 11:34:36,"Karely_L","NCT01160393","Yes","https://doi.org/10.1177/02676591211043232","10.1177/02676591211043232","Systematic Google search","Journal publication",34479461,"NCT ID",2021-09-03,"Yes","Yes","Yes","No","Yes",4,"ctgov","2010-07-31","2016-07-31",NA,NA,"4","Karely_L","Found by 1/2 reviewers, near-match"
"F4706",2023-01-29 11:37:53,"Karely_L","NCT01160393","Yes","https://doi.org/10.1111/aor.13756","10.1111/aor.13756","Systematic Google search","Journal publication",32557731,"NCT ID",2020-07-20,"Yes","Yes","Yes","No","Yes",4,"ctgov","2010-07-31","2016-07-31",NA,NA,"5; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match"
"F4707",2023-01-29 11:55:40,"Karely_L","NCT04221126","Yes","https://doi.org/10.1002/lsm.23326","10.1002/lsm.23326","Systematic Google search","Journal publication",33001491,"NCT ID",2020-10-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2019-04-29","2019-12-09",NA,NA,"5; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match"
"F4708",2023-01-29 12:00:29,"Karely_L","NCT03825666","Yes","https://doi.org/10.1016/j.amsu.2019.05.010","10.1016/j.amsu.2019.05.010","Systematic Google search","Journal publication",31289670,"NCT ID",2019-06-08,"Yes","Yes","Yes","No","Yes",4,"ctgov","2017-01-31","2018-09-30",NA,NA,"5; 4","Karely_L; Nicole_H","Found by 2/2 reviewers, near-match vs. full match"
"F4709",2023-01-29 12:03:00,"Karely_L","NCT03778333","Yes","https://doi.org/10.3390%2Fjcm8122102","10.3390/jcm8122102","Systematic Google search","Journal publication",31810187,"NCT ID",2019-12-02,"Yes","Yes","Yes","No","Yes",4,"ctgov","2012-12-01","2016-12-31",NA,NA,"5; 4","Karely_L; Nicole_H","Found by 2/2 reviewers, near-match vs. full match"
"F4710",2023-01-29 12:10:44,"Karely_L","NCT03746119","Yes","https://doi.org/10.1007/s12012-019-09516-x","10.1007/s12012-019-09516-x","Systematic Google search","Journal publication",30963443,"NCT ID",2019-10-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2019-04-01","2019-06-10",NA,NA,"5; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match"
"F4711",2023-01-29 12:13:08,"Karely_L","NCT03728959","Yes","https://doi.org/10.1002/jbmr.4308","10.1002/jbmr.4308","Systematic Google search","Journal publication",33852173,"NCT ID",2021-05-05,"Yes","Yes","Yes","No","Yes",4,"ctgov","2018-09-12","2019-04-12",NA,NA,"5; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match"
"F4712",2023-01-29 12:23:01,"Karely_L","NCT03725020","Yes","https://doi.org/10.1093/ejo/cjz045","10.1093/ejo/cjz045","Linked at the registration","Journal publication",31197364,"NCT ID",2020-06-23,"Yes","Yes","Yes","No","Yes",4,"ctgov","2014-06-01","2019-12-31",NA,NA,"5; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match"
"F4713",2023-01-29 12:34:27,"Karely_L","NCT03664167","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-12-01","2019-11-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4714",2023-01-29 12:37:24,"Karely_L","NCT03662932","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-09-17","2018-12-21",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4715",2023-01-29 12:45:01,"Karely_L","NCT03657537","Yes","https://doi.org/10.1530/EjE-19-0710","10.1530/EjE-19-0710","Systematic Google search","Journal publication",31821157,"NCT ID",2020-02-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2018-09-17","2019-02-14",NA,NA,"4","Karely_L","Found by 1/2 reviewers, near-match"
"F4716",2023-01-29 12:48:01,"Karely_L","NCT03632408","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-09-30","2019-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4717",2023-01-29 12:51:15,"Karely_L","NCT03578562","Yes","https://doi.org/10.1016/j.gaitpost.2022.11.017","10.1016/j.gaitpost.2022.11.017","Systematic Google search","Journal publication",36502667,"NCT ID",2022-12-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2018-11-08","2019-12-17",NA,NA,"4","Karely_L","Found by 1/2 reviewers, near-match"
"F4718",2023-01-29 12:52:40,"Karely_L","NCT03578562","Yes","https://doi.org/10.1016/j.msksp.2022.102613","10.1016/j.msksp.2022.102613","Systematic Google search","Journal publication",35777262,"NCT ID",2022-06-22,"Yes","Yes","Yes","No","Yes",4,"ctgov","2018-11-08","2019-12-17",NA,NA,"5; 4","Karely_L; Nicole_H","Found by 2/2 reviewers, near-match vs. full match"
"F4719",2023-01-29 12:56:24,"Karely_L","NCT03576287","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-07-01","2019-12-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4720",2023-01-29 12:59:33,"Karely_L","NCT03568734","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-10-27","2018-12-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F4721",2023-01-29 15:16:37,"Luca_H","NCT01849926","Yes","https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002569","10.1371/journal.pmed.1002569","Linked at the registration","Journal publication",29763434,"NCT ID",2018-05-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-04-30","2016-07-31",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4722",2023-01-29 15:33:31,"Luca_H","NCT01849926","Yes","https://bmjopen.bmj.com/content/10/8/e035074.long","10.1136/bmjopen-2019-035074","Linked at the registration","Journal publication",32868350,"NCT ID",2020-08-30,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-04-30","2016-07-31",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4723",2023-01-29 22:08:01,"Luca_H","NCT02429128","Yes","https://diabetesjournals.org/diabetes/article/69/11/2267/39705/Mechanisms-Underlying-Absent-Training-Induced","10.2337/db20-0062","Systematic Google search","Journal publication",32873590,"NCT ID",2020-09-01,"Yes","No","No","Yes","Yes",3,"ctgov","2014-07-31","2016-07-31",NA,NA,"5; 3","Carolina_C; Luca_H","Found by 2/2 reviewers, near-match vs. full match"
"F4724",2023-01-29 22:36:47,"Luca_H","NCT02616718","Yes","https://www.sciencedirect.com/science/article/pii/S0022480419304032?casa_token=YZ1e57SW6s0AAAAA:q6h7UcudT0-dEITgjJUB7H_nr8bHlh-URjD8jjhF2LCb7tFZUFseE5Y_hfnJEne0FdAWb4g","10.1016/j.jss.2019.06.016","Systematic Google search","Journal publication",31295649,"NCT ID",2019-07-08,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-09-30","2018-04-30",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4725",2023-01-30 06:37:34,"Carolina_C","NCT03753126","Yes","https://doi.org/10.1007/s00380-020-01553-9","10.1007/s00380-020-01553-9","Linked at the registration","Journal publication",31950251,"NCT ID",2020-01-16,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2018-11-30",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4726",2023-01-30 06:41:06,"Carolina_C","NCT02576171","Yes","https://doi.org/10.1136/bmjopen-2017-018345","10.1136/bmjopen-2017-018345","Linked at the registration","Journal publication",29247101,"NCT ID",2017-12-14,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-15","2017-01-31",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4727",2023-01-30 07:06:12,"Carolina_C","NCT01933633","Yes","https://doi.org/10.1136/bmjsem-2018-000387","10.1136/bmjsem-2018-000387","Linked at the registration","Journal publication",30057778,"NCT ID",2018-07-17,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-09-30","2017-12-31",NA,NA,"5","Carolina_C","Found by 1/2 reviewers, matching all 5 criteria"
"F4728",2023-01-30 07:08:26,"Katarzyna_K","2015-002984-40","Yes","http://dx.doi.org/10.1097/j.pain.0000000000002140","10.1097/j.pain.0000000000002140","Systematic Google search","Journal publication",33181580,"EudraCT ID",2021-05-01,"Yes","Yes","Yes","Yes","Yes",5,"euctr","2015-10-01","2019-04-29",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4729",2023-01-30 07:25:40,"Katarzyna_K","NCT02584361","Yes","https://doi.org/10.1097/MAO.0000000000001695","10.1097/MAO.0000000000001695","Systematic Google search","Journal publication",29283913,"NCT ID",2018-03-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-08-31","2017-12-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4730",2023-01-30 07:37:38,"Carolina_C","NCT04258540","Yes","https://doi.org/10.1080/21642850.2020.1843466","10.1080/21642850.2020.1843466","Linked at the registration","Journal publication",34040886,"NCT ID",2020-11-11,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-12-16","2018-02-20",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4731",2023-01-30 07:49:07,"Carolina_C","NCT02767544","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-11-30","2016-10-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F4732",2023-01-30 07:49:13,"Katarzyna_K","NCT02953171","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-09-30","2017-07-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4733",2023-01-30 07:53:36,"Carolina_C","NCT01906671","Yes","https://doi.org/10.1007/s00280-020-04097-x","10.1007/s00280-020-04097-x","Linked at the registration","Journal publication",32519032,"NCT ID",2020-06-09,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-06-30","2018-11-30",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4734",2023-01-30 07:55:41,"Katarzyna_K","NCT02836106","Yes","https://doi.org/10.1093/jn/nxy291","10.1093/jn/nxy291","Linked at the registration","Journal publication",30759235,"NCT ID",2019-03-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-06-30","2017-04-30",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4735",2023-01-30 07:56:39,"Katarzyna_K","NCT02836106","Yes","https://doi.org/10.1017/S0007114519001429","10.1017/S0007114519001429","Linked at the registration","Journal publication",31208475,"NCT ID",2019-10-14,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-06-30","2017-04-30",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria"
"F4736",2023-01-30 07:56:39,"Carolina_C","2013-001236-21","Yes","https://doi.org/10.1007/s00280-020-04097-x","10.1007/s00280-020-04097-x","Linked at the registration","Journal publication",32519032,"EudraCT ID",2020-06-09,"Yes","Yes","Yes","Yes","Yes",5,NA,NA,NA,NA,NA,NA,NA,"Typo or wrong trial ID reviewed"
"F4737",2023-01-30 07:57:58,"Katarzyna_K","NCT02836106","Yes","https://doi.org/10.1002/mnfr.202000319","10.1002/mnfr.202000319","Systematic Google search","Journal publication",32844586,"NCT ID",2020-09-17,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-06-30","2017-04-30",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4738",2023-01-30 07:59:12,"Katarzyna_K","NCT02836106","Yes","https://doi.org/10.3168/jds.2019-16863","10.3168/jds.2019-16863","Systematic Google search","Journal publication",31759587,"NCT ID",2019-11-20,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-06-30","2017-04-30",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4739",2023-01-30 08:05:22,"Katarzyna_K","NCT01964482","Yes","https://doi.org/10.1186/s13063-019-3720-x","10.1186/s13063-019-3720-x","Linked at the registration","Journal publication",31779693,"NCT ID",2019-11-28,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-10-31","2018-10-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4740",2023-01-30 08:18:07,"Katarzyna_K","NCT03721991","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-10-10","2019-07-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4741",2023-01-30 08:25:26,"Katarzyna_K","NCT03974126","Yes","https://doi.org/10.1186/s12263-021-00701-8","10.1186/s12263-021-00701-8","Linked at the registration","Journal publication",34789141,"NCT ID",2021-11-17,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2019-04-30","2019-11-15",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4742",2023-01-30 14:46:58,"Tarik_S","NCT02321696","Yes","https://doi.org/10.1186%2Fs40814-019-0490-x","10.1186/s40814-019-0490-x","Linked at the registration","Journal publication",31516727,"NCT ID",2019-09-07,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-02-28","2017-08-31",NA,NA,"4; 5","Sofia_K; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F4743",2023-01-30 14:53:46,"Tarik_S","NCT01748058","Yes","https://doi.org/10.1186/1471-2431-14-94","10.1186/1471-2431-14-94","Linked at the registration","Journal publication",31783907,"NCT ID",2019-11-29,"Yes","No","Yes","Yes","Yes",4,"ctgov","2013-01-31","2017-07-31",NA,NA,"5; 4","Perrine_J; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F4744",2023-01-30 14:56:46,"Tarik_S","NCT02405143","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-04-30","2017-06-30",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4745",2023-01-30 15:01:55,"Tarik_S","NCT00887783","Yes","https://doi.org/10.1016/j.radonc.2017.03.017","10.1016/j.radonc.2017.03.017","Linked at the registration","Journal publication",28410809,"NCT ID",2017-04-11,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2009-05-01","2016-09-01",NA,NA,"5; 4","Tarik_S; Themis_P","Found by 2/2 reviewers, near-match vs. full match"
"F4746",2023-01-30 15:02:37,"Tarik_S","NCT03013127","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-05-30","2019-01-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F4747",2023-01-30 15:03:15,"Tarik_S","NCT02047851","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-10-31","2018-05-09",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4748",2023-01-30 15:08:53,"Tarik_S","NCT03304353","Yes","https://doi.org/10.1016/j.jphys.2019.05.011","10.1016/j.jphys.2019.05.011","Linked at the registration","Journal publication",31204294,"NCT ID",2019-06-13,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-10-12","2018-05-17",NA,NA,"5","Tarik_S; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F4749",2023-01-30 15:13:41,"Tarik_S","NCT03390972","Yes","https://doi.org/10.1111/nmo.14501","10.1111/nmo.14501","Systematic Google search","Journal publication",NA,"NCT ID",2022-12-02,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-01-22","2018-04-11",NA,NA,"5","Tarik_S; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F4750",2023-01-30 15:18:40,"Tarik_S","NCT01518634","Yes","https://doi.org/10.1016/s2215-0366(17)30126-8","10.1016/s2215-0366(17)30126-8","Linked at the registration","Journal publication",28408193,"NCT ID",2017-04-10,"Yes","No","Yes","Yes","Yes",4,"ctgov","2012-01-31","2016-12-31",NA,NA,"4","Tarik_S","Found by 1/2 reviewers, near-match"
"F4751",2023-01-30 21:27:06,"Luca_H","NCT02519569","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-08-31","2016-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4752",2023-01-30 21:32:43,"Luca_H","NCT01721629","Yes","https://jamanetwork.com/journals/jamapediatrics/fullarticle/2687936","10.1001/jamapediatrics.2018.2074","Linked at the registration","Journal publication",30039171,"NCT ID",2018-09-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-09-30","2017-04-28",NA,NA,"5","Luca_H; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F4753",2023-01-30 21:46:31,"Luca_H","NCT03666650","Yes","https://accp1.onlinelibrary.wiley.com/doi/full/10.1002/jcph.1758?casa_token=ICRDi0VjFr8AAAAA%3A-dP3ovntJvEpkG4IsV4GWn6al-6Z-lBt4EpuM0yIgitXf-ryhxoyxBjVZxOa9t9H7QFSjWL9ED25Vw","10.1002/jcph.1758","Systematic Google search","Journal publication",33027547,"NCT ID",2020-10-07,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-11-26","2019-01-08",NA,NA,"5","Luca_H; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F4754",2023-01-30 21:59:09,"Luca_H","NCT02697019","Yes","https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-018-1885-6","10.1186/s12888-018-1885-6","Linked at the registration","Journal publication",30305103,"NCT ID",2018-10-11,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-02-29","2017-12-31",NA,NA,"5","Luca_H; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F4755",2023-01-30 23:04:12,"Luca_H","NCT03209271","Yes","https://www.researchgate.net/profile/Johan-Martensson-3/publication/329467196_Haemodynamic_effects_of_cold_versus_warm_fluid_bolus_in_healthy_volunteers_a_randomised_crossover_trial/links/5c88134fa6fdcc38174f907f/Haemodynamic-effects-of-cold-versus-warm-fluid-bolus-in-healthy-volunteers-a-randomised-crossover-trial.pdf","https://www.researchgate.net/profile/Johan-Martensson-3/publication/329467196_Haemodynamic_effects_of_cold_versus_warm_fluid_bolus_in_healthy_volunteers_a_randomised_crossover_trial/links/5c88134fa6fdcc38174f907f/Haemodynamic-effects-of-cold-versus-warm-fluid-bolus-in-healthy-volunteers-a-randomised-crossover-trial.pdf","Linked at the registration","Journal publication",30482135,"NCT ID",2018-12-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-02-03","2017-05-27",NA,NA,"5","Luca_H","Found by 1/2 reviewers, matching all 5 criteria"
"F4756",2023-01-30 23:11:07,"Luca_H","NCT03408925","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-02-27","2018-10-15",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F4757",2023-01-31 04:08:02,"Carolina_C","NCT02084173","Yes","https://doi.org/10.1111/acer.14722","10.1111/acer.14722","Linked at the registration","Journal publication",34585747,"NCT ID",2021-10-09,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-01-31","2017-10-31",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4758",2023-01-31 04:09:18,"Carolina_C","NCT02084173","Yes","https://doi.org/10.1111/acer.14562","10.1111/acer.14562","Linked at the registration","Journal publication",33496964,"NCT ID",2021-03-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-01-31","2017-10-31",NA,NA,"5","Carolina_C","Found by 1/2 reviewers, matching all 5 criteria"
"F4759",2023-01-31 04:12:10,"Carolina_C","NCT02084173","Yes","https://doi.org/10.1111/add.14795","10.1111/add.14795","Linked at the registration","Journal publication",31454444,"NCT ID",2019-11-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-01-31","2017-10-31",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4760",2023-01-31 04:20:11,"Carolina_C","NCT02544269","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-06-01","2017-01-25",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4761",2023-01-31 04:26:37,"Carolina_C","NCT02917252","Yes","https://doi.org/10.1111/dme.14385","10.1111/dme.14385","Linked at the registration","Journal publication",32794582,"NCT ID",2020-09-22,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-02-01","2017-04-03",NA,NA,"5; 4","Carolina_C; Luca_H","Found by 2/2 reviewers, near-match vs. full match"
"F4762",2023-01-31 04:31:10,"Carolina_C","NCT02326012","Yes","https://doi.org/10.1186/s12888-017-1527-4","10.1186/s12888-017-1527-4","Linked at the registration","Journal publication",29282024,"NCT ID",2017-12-28,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-03-31","2016-01-31",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4763",2023-01-31 04:37:12,"Carolina_C","NCT02572531","Yes","https://doi.org/10.3920/bm2018.0168","10.3920/bm2018.0168","Systematic Google search","Journal publication",31157556,"NCT ID",2019-06-03,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-09-01","2018-12-31",NA,NA,"5","Carolina_C","Found by 1/2 reviewers, matching all 5 criteria"
"F4764",2023-01-31 04:44:38,"Carolina_C","NCT02770833","Yes","https://doi.org/10.3390/nu11020365","10.3390/nu11020365","Systematic Google search","Journal publication",30744149,"NCT ID",2019-02-10,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-08-31","2016-01-31",NA,NA,"5","Carolina_C; Luca_H","Found by 2/2 reviewers, matching all 5 criteria"
"F4765",2023-01-31 04:49:02,"Carolina_C","NCT03659487","Yes","https://doi.org/10.1001/jamasurg.2019.0047","10.1001/jamasurg.2019.0047","Linked at the registration","Journal publication",30840057,"NCT ID",2019-06-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2001-11-30","2018-10-31",NA,NA,"5","Carolina_C; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria"
"F4766",2023-01-31 06:10:09,"Katarzyna_K","NCT02599597","Yes","https://doi.org/10.1016/j.invent.2019.100247","10.1016/j.invent.2019.100247","Systematic Google search","Journal publication",31249791,"NCT ID",2019-05-03,"Yes","Yes","Yes","No","Yes",4,"ctgov","2016-02-29","2019-12-01","Publication date before completion date",NA,"4","Katarzyna_K","Found by 1/2 reviewers, near-match"
"F4767",2023-01-31 06:21:53,"Katarzyna_K","NCT02319343","Yes","https://doi.org/10.1080/17453674.2017.1345236","10.1080/17453674.2017.1345236","Systematic Google search","Journal publication",28657396,"NCT ID",2017-06-28,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-31","2016-04-30",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4768",2023-01-31 06:40:11,"Katarzyna_K","NCT02315911","Yes","https://doi.org/10.1001/jamaoto.2018.0487","10.1001/jamaoto.2018.0487","Linked at the registration","Journal publication",29852045,"NCT ID",2018-07-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-12-31","2019-03-31","Publication date before completion date",NA,"4; 5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. full match"
"F4769",2023-01-31 06:41:36,"Katarzyna_K","NCT02315911","Yes","https://doi.org/10.1001/jamaoto.2020.0869","10.1001/jamaoto.2020.0869","Linked at the registration","Journal publication",32463430,"NCT ID",2020-07-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2014-12-31","2019-03-31",NA,NA,"4","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. ineligible match"
"F4770",2023-01-31 06:50:48,"Katarzyna_K","NCT01867918","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-05-31","2016-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F4771",2023-01-31 07:06:40,"Katarzyna_K","NCT02624401","Yes","https://doi.org/10.1016/j.bja.2018.04.008","10.1016/j.bja.2018.04.008","Linked at the registration","Journal publication",29935583,"NCT ID",2018-05-08,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2017-03-13",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F4772",2023-01-31 07:08:47,"Katarzyna_K","NCT02624401","Yes","https://doi.org/10.1097/EJA.0000000000001591","10.1097/EJA.0000000000001591","Linked at the registration","Journal publication",34534172,"NCT ID",2021-09-22,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2017-03-13",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria"
"F4773",2023-01-31 07:12:58,"Katarzyna_K","NCT02624401","Yes","https://doi.org/10.1016/j.bjao.2022.100114","10.1016/j.bjao.2022.100114","Systematic Google search","Journal publication",NA,"NCT ID",2022-12-13,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2017-03-13",NA,NA,"4; 5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. full match"
