"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information","proj_id","eligibility","crossregistration_check","nct_id","eudract_id","main_id","reviewer_1","reviewer_2","has_publication","former_discrepancy","extraction_date_latest"
"F5528",2023-01-20,"Aminul_S","NCT02531282","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6303596/","10.1136/bmjopen-2018-023017","Linked at the registration","Journal publication","30530580","NCT ID",2018-12-09,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-09-30","2017-12-04",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",328,"Eligible","Irrelevant intervention type","NCT02531282",NA,NA,NA,NA,NA,NA,NA
"F5529",2023-01-20,"Aminul_S","NCT02531282","Yes","https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-018-3843-x","10.1186/s12913-018-3843-x","Linked at the registration","Journal publication","30594190","NCT ID",2018-12-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-09-30","2017-12-04",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",328,"Eligible","Irrelevant intervention type","NCT02531282",NA,NA,NA,NA,NA,NA,NA
"F5531",2023-01-20,"Aminul_S","NCT02684669","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5120919/","10.1097/MD.0000000000005336","Systematic Google search","Journal publication","27861362","NCT ID",2016-11-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-02-29","2017-01-31","Publication date before completion date",NA,"5","Aminul_S","Found by 1/2 reviewers, matching all 5 criteria",2161,"Eligible","Identified in publication","NCT02684669","2015-005426-19",NA,NA,NA,NA,NA,NA
"F5532",2023-01-20,"Johan_B","NCT03900130","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-10-18","2019-04-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1025,"Eligible","Irrelevant intervention type","NCT03900130",NA,NA,NA,NA,NA,NA,NA
"F5534",2023-01-21,"Ronak_B","NCT03644979","Yes","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0254280","10.1371/journal.pone.0254280","Linked at the registration","Journal publication","34237102","NCT ID",2021-07-08,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-07-01","2018-10-31",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2028,"Eligible","Irrelevant intervention type","NCT03644979",NA,NA,NA,NA,NA,NA,NA
"F5535",2023-01-21,"Ronak_B","NCT03270475","Yes","https://elifesciences.org/articles/69802","10.7554/eLife.69802","Systematic Google search","Journal publication","35638262","NCT ID",2022-05-31,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-08-28","2017-10-15",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",832,"Eligible","Irrelevant intervention type","NCT03270475",NA,NA,NA,NA,NA,NA,NA
"F5536",2023-01-21,"Ronak_B","NCT02624661","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-05-31","2019-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2281,"Eligible","None found","NCT02624661",NA,NA,NA,NA,NA,NA,NA
"F5537",2023-01-21,"Ronak_B","NCT03989518","Yes","https://www.sciencedirect.com/science/article/pii/S0166432821005209","10.1016/j.bbr.2021.113632","Systematic Google search","Journal publication","34695540","NCT ID",2021-10-23,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2019-02-25","2019-10-30",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1514,"Eligible","Irrelevant intervention type","NCT03989518",NA,NA,NA,NA,NA,NA,NA
"F5538",2023-01-21,"Ronak_B","NCT02090244","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2012-08-31","2019-01-01",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",2251,"Eligible","Identified in manual search","NCT02090244","2011-002917-12",NA,NA,NA,NA,NA,NA
"F5539",2023-01-21,"Ronak_B","NCT04240613","Yes","https://www.sciencedirect.com/science/article/pii/S2468784723000028","10.1016/j.jogoh.2023.102534","Systematic Google search","Journal publication","36642377","NCT ID",2023-01-13,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2004-01-31","2017-12-31",NA,NA,"5","Ronak_B","Found by 1/2 reviewers, matching all 5 criteria",1218,"Eligible","Irrelevant intervention type","NCT04240613",NA,NA,NA,NA,NA,NA,NA
"F5540",2023-01-22,"Ronak_B","NCT02232685","Yes","https://onlinelibrary.wiley.com/doi/abs/10.1111/cpf.12592","10.1111/cpf.12592","Systematic Google search","Journal publication","31436365","NCT ID",2019-09-08,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-09-30","2016-07-31",NA,NA,"5","Ronak_B","Found by 1/2 reviewers, matching all 5 criteria",445,"Eligible","Irrelevant intervention type","NCT02232685",NA,NA,NA,NA,NA,NA,NA
"F5541",2023-01-22,"Ronak_B","NCT01637363","Yes","https://link.springer.com/article/10.1186/s12889-015-2087-5","10.1186/s12889-015-2087-5","Linked at the registration","Journal publication","26253219","NCT ID",2015-08-08,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-09-30","2016-02-29","Publication date before completion date",NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",1444,"Eligible","Irrelevant intervention type","NCT01637363",NA,NA,NA,NA,NA,NA,NA
"F5542",2023-01-22,"Ronak_B","NCT03115294","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-05-16","2019-10-21",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",849,"Eligible","None found","NCT03115294",NA,NA,NA,NA,NA,NA,NA
"F5544",2023-01-22,"Ronak_B","NCT03579342","Yes","https://www.jmir.org/2022/3/e24725/","10.2196/24725","Linked at the registration","Journal publication","35311677","NCT ID",2022-03-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-04-16","2019-05-15",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria",2057,"Eligible","Irrelevant intervention type","NCT03579342",NA,NA,NA,NA,NA,NA,NA
"F5545",2023-01-22,"Aminul_S","NCT02172092","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9424448/","10.1186/s40635-022-00464-5","Linked at the registration","Journal publication","36038699","NCT ID",2022-08-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-08-31","2019-02-28",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",373,"Eligible","None found","NCT02172092",NA,NA,NA,NA,NA,NA,NA
"F5546",2023-01-22,"Aminul_S","NCT02587273","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-10-31","2017-11-30",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2349,"Eligible","None found","NCT02587273",NA,NA,NA,NA,NA,NA,NA
"F5547",2023-01-22,"Aminul_S","NCT03125941","Yes","https://pubs.asahq.org/anesthesiology/article/132/4/678/108926/Dexamethasone-Dose-and-Early-Postoperative","10.1097/ALN.0000000000003112","Systematic Google search","Journal publication","31977520","NCT ID",2020-04-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-03-27","2018-04-22",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",912,"Eligible","Identified in publication","NCT03125941","2017-000227-27",NA,NA,NA,NA,NA,NA
"F5548",2023-01-22,"Aminul_S","NCT03027635","Yes","https://www.mdpi.com/1648-9144/56/11/565","10.3390/medicina56110565","Systematic Google search","Journal publication","33121063","NCT ID",2020-10-27,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-01-20","2019-05-15",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1329,"Eligible","None found","NCT03027635",NA,NA,NA,NA,NA,NA,NA
"F5551",2023-01-22,"Aminul_S","NCT02011256","Yes","https://link.springer.com/article/10.1007/s10554-019-01586-w#Abs1","10.1007/s10554-019-01586-w","Systematic Google search","Journal publication","30923993","NCT ID",2019-03-28,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-09-30","2019-03-31","Publication date before completion date",NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",2075,"Eligible","Irrelevant intervention type","NCT02011256",NA,NA,NA,NA,NA,NA,NA
"F5552",2023-01-22,"Aminul_S","NCT02011256","Yes","https://www.sciencedirect.com/science/article/pii/S1052305720300094?casa_token=gdRdGqf2PeMAAAAA:ucS72np-kifOm1zL2CeTVSG93jNKf8_rdDxOnw02H4Ae2sLmcq_1_izyfechY7Hz1PC8Mc4","10.1016/j.jstrokecerebrovasdis.2020.104643","Systematic Google search","Journal publication","32005569","NCT ID",2020-01-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-09-30","2019-03-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",2075,"Eligible","Irrelevant intervention type","NCT02011256",NA,NA,NA,NA,NA,NA,NA
"F5553",2023-01-22,"Aminul_S","NCT03115307","Yes","https://www.tandfonline.com/doi/abs/10.1080/09513590.2022.2054984","10.1080/09513590.2022.2054984","Systematic Google search","Journal publication","35323085","NCT ID",2022-03-24,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-01-31","2019-11-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1197,"Cross-registration duplicate","Automatically identified","NCT03115307","2016-002321-11",NA,NA,NA,NA,NA,NA
"F5554",2023-01-22,"Aminul_S","NCT02667171","Yes","https://thorax.bmj.com/content/75/5/413.long","10.1136/thoraxjnl-2019-214246","Linked at the registration","Journal publication","32229541","NCT ID",2020-03-30,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-01","2019-12-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",2192,"Eligible","Irrelevant intervention type","NCT02667171",NA,NA,NA,NA,NA,NA,NA
"F5555",2023-01-22,"Aminul_S","NCT03384147","Yes","https://www.mdpi.com/2072-6643/14/23/5043","10.3390/nu14235043","Systematic Google search","Journal publication","36501072","NCT ID",2022-11-27,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-01-13","2017-12-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",641,"Eligible","Irrelevant intervention type","NCT03384147",NA,NA,NA,NA,NA,NA,NA
"F5556",2023-01-22,"Aminul_S","NCT02701465","Yes","https://journals.lww.com/acsm-msse/Fulltext/2021/01000/High_Intensity_Shoulder_Abduction_Exercise_in.1.aspx","10.1249/MSS.0000000000002436","Systematic Google search","Journal publication","32555026","NCT ID",2021-01-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-01-02","2018-04-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1963,"Eligible","Irrelevant intervention type","NCT02701465",NA,NA,NA,NA,NA,NA,NA
"F5557",2023-01-22,"Aminul_S","2011-005822-23","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"EudraCT ID",NA,NA,NA,NA,NA,NA,NA,"euctr",NA,"2017-02-20",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",41,"Eligible","Identified in manual search","NCT01771328","2011-005822-23",NA,NA,NA,NA,NA,NA
"F5558",2023-01-22,"Aminul_S","NCT02892279","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8200707/","10.1161/JAHA.120.018448","Linked at the registration","Journal publication","33942621","NCT ID",2021-05-04,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-09-30","2016-12-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1601,"Eligible","Irrelevant intervention type","NCT02892279",NA,NA,NA,NA,NA,NA,NA
"F5560",2023-01-22,"Aminul_S","NCT02147977","Yes","https://www.mdpi.com/2072-6643/10/9/1313","10.3390/nu10091313","Systematic Google search","Journal publication","30227610","NCT ID",2018-09-17,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-06-30","2016-03-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",2415,"Eligible","Irrelevant intervention type","NCT02147977",NA,NA,NA,NA,NA,NA,NA
"F5561",2023-01-22,"Aminul_S","NCT02125032","Yes","https://jneuroengrehab.biomedcentral.com/articles/10.1186/s12984-019-0491-2","10.1186/s12984-019-0491-2","Linked at the registration","Journal publication","30704504","NCT ID",2019-01-31,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-05-31","2018-03-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",2315,"Eligible","Irrelevant intervention type","NCT02125032",NA,NA,NA,NA,NA,NA,NA
"F5562",2023-01-22,"Aminul_S","NCT02125032","Yes","https://onlinelibrary.wiley.com/doi/10.1111/ene.13637","10.1111/ene.13637","Linked at the registration","Journal publication","29573167","NCT ID",2018-04-17,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-05-31","2018-03-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",2315,"Eligible","Irrelevant intervention type","NCT02125032",NA,NA,NA,NA,NA,NA,NA
"F5563",2023-01-22,"Aminul_S","2016-003213-98","Yes","https://rapm.bmj.com/content/43/4/357","10.1097/AAP.0000000000000737","Systematic Google search","Journal publication","29381568","EudraCT ID",2018-05-01,"Yes","Yes","Yes","Yes","Yes","5","euctr",NA,"2016-12-19",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",248,"Eligible","None found",NA,"2016-003213-98",NA,NA,NA,NA,NA,NA
"F5565",2023-01-22,"Aminul_S","NCT02188446","Yes","https://www.sciencedirect.com/science/article/abs/pii/S0749208120301315?via%3Dihub","10.1016/j.soncn.2020.151116","Linked at the registration","Journal publication","33422365","NCT ID",2021-01-06,"Yes","No","No","Yes","Yes","3","ctgov","2014-11-30","2018-07-31",NA,NA,"4; 3","Aminul_S; Karolina_S","Found by 2/2 reviewers, near-match vs. ineligible match",409,"Eligible","Irrelevant intervention type","NCT02188446",NA,NA,NA,NA,NA,NA,NA
"F5566",2023-01-22,"Aminul_S","NCT01721239","Yes","https://pubmed.ncbi.nlm.nih.gov/27695894/","10.1007/s00134-016-4522-1","Linked at the registration","Journal publication","27695894","NCT ID",2016-09-30,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2012-12-01","2016-10-31","Publication date before completion date",NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1576,"Eligible","Irrelevant intervention type","NCT01721239",NA,NA,NA,NA,NA,NA,NA
"F5567",2023-01-22,"Aminul_S","NCT03848442","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-02-07","2017-12-15",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",1072,"Eligible","Irrelevant intervention type","NCT03848442",NA,NA,NA,NA,NA,NA,NA
"F5568",2023-01-22,"Aminul_S","NCT02158013","Yes","https://link.springer.com/article/10.1007/s00384-020-03515-z","10.1007/s00384-020-03515-z","Systematic Google search","Journal publication","31980871","NCT ID",2020-01-24,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-09-01","2018-02-05",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",316,"Eligible","None found","NCT02158013",NA,NA,NA,NA,NA,NA,NA
"F5569",2023-01-22,"Aminul_S","2016-001591-30","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7403538/","10.1016/j.ekir.2020.05.015","Systematic Google search","Journal publication","32775834","EudraCT ID",2020-05-23,"Yes","Yes","Yes","Yes","Yes","5","euctr","2019-02-20","2019-06-06",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",231,"Eligible","None found",NA,"2016-001591-30",NA,NA,NA,NA,NA,NA
"F5571",2023-01-22,"Aminul_S","NCT02403024","Yes","https://academic.oup.com/jcem/article/104/9/3701/5436995?login=true","10.1210/jc.2019-00590","Linked at the registration","Journal publication","31220283","NCT ID",2019-09-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-08-31","2017-09-22",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",469,"Eligible","Irrelevant intervention type","NCT02403024",NA,NA,NA,NA,NA,NA,NA
"F5572",2023-01-22,"Aminul_S","NCT02716402","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-11-30","2017-11-30",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1832,"Eligible","Irrelevant intervention type","NCT02716402",NA,NA,NA,NA,NA,NA,NA
"F5574",2023-01-22,"Aminul_S","NCT02724098","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7658092/","10.1007/s40262-020-00900-3","Linked at the registration","Journal publication","32462542","NCT ID",2020-11-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-04-30","2017-05-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1811,"Cross-registration duplicate","Identified in publication","NCT02724098","2015-004698-34",NA,NA,NA,NA,NA,NA
"F5575",2023-01-22,"Aminul_S","NCT02724098","Yes","https://link.springer.com/article/10.1007/s00228-018-2461-1","10.1007/s00228-018-2461-1","Linked at the registration","Journal publication","29666901","NCT ID",2018-04-17,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-04-30","2017-05-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1811,"Cross-registration duplicate","Identified in publication","NCT02724098","2015-004698-34",NA,NA,NA,NA,NA,NA
"F5576",2023-01-22,"Aminul_S","NCT02318498","Yes","https://www.sciencedirect.com/science/article/pii/S1936878X21002023?via%3Dihub","10.1016/j.jcmg.2021.02.021","Linked at the registration","Journal publication","33865778","NCT ID",2021-04-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-11-30","2019-04-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",804,"Eligible","Irrelevant intervention type","NCT02318498",NA,NA,NA,NA,NA,NA,NA
"F5578",2023-01-22,"Aminul_S","2014-001323-76","Yes","https://onlinelibrary.wiley.com/doi/10.1002/dmrr.3440","10.1002/dmrr.3440","Systematic Google search","Journal publication","33486892","EudraCT ID",2021-02-18,"Yes","Yes","Yes","Yes","Yes","5","euctr","2015-02-01","2019-02-25",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",117,"Eligible","Automatically identified","NCT02464033","2014-001323-76",NA,NA,NA,NA,NA,NA
"F5579",2023-01-22,"Aminul_S","NCT03139539","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7170680/","10.1097/CORR.0000000000001142","Systematic Google search","Journal publication","32011378","NCT ID",2020-05-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-31","2018-10-31",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1148,"Eligible","Irrelevant intervention type","NCT03139539",NA,NA,NA,NA,NA,NA,NA
"F5580",2023-01-22,"Aminul_S","NCT02475096","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5571236/","10.2196/mental.7985","Systematic Google search","Journal publication","28798012","NCT ID",2017-08-10,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-07-31","2016-11-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",405,"Eligible","Irrelevant intervention type","NCT02475096",NA,NA,NA,NA,NA,NA,NA
"F5581",2023-01-22,"Aminul_S","NCT04635124","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8153477/","10.1371/journal.pone.0251571","Systematic Google search","Journal publication","34038451","NCT ID",2021-05-26,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-01","2017-11-01",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",572,"Eligible","Irrelevant intervention type","NCT04635124",NA,NA,NA,NA,NA,NA,NA
"F5582",2023-01-22,"Aminul_S","NCT02111161","Yes","https://link.springer.com/article/10.1007/s00134-017-4786-0","10.1007/s00134-017-4786-0","Linked at the registration","Journal publication","28421246","NCT ID",2017-04-18,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-04-30","2016-09-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",2297,"Cross-registration duplicate","Automatically identified","NCT02111161","2013-003556-20",NA,NA,NA,NA,NA,NA
"F5583",2023-01-22,"Aminul_S","NCT03810885","Yes","https://www.nature.com/articles/s41430-020-0633-4#Sec8","10.1038/s41430-020-0633-4","Systematic Google search","Journal publication","32341486","NCT ID",2020-04-27,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-02-01","2019-04-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1120,"Eligible","Irrelevant intervention type","NCT03810885",NA,NA,NA,NA,NA,NA,NA
"F5584",2023-01-22,"Aminul_S","NCT03810885","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7284652/","10.3390/nu12051467","Systematic Google search","Journal publication","32438659","NCT ID",2020-05-19,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-02-01","2019-04-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1120,"Eligible","Irrelevant intervention type","NCT03810885",NA,NA,NA,NA,NA,NA,NA
"F5586",2023-01-22,"Aminul_S","NCT03051269","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6383303/","10.1002/lio2.233","cross-reference in another article.","Journal publication","30828619","NCT ID",2019-01-03,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-05-31","2019-02-28","Publication date before completion date",NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1304,"Eligible","None found","NCT03051269",NA,NA,NA,NA,NA,NA,NA
"F5587",2023-01-22,"Aminul_S","NCT01918228","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5367686/","10.1371/journal.pone.0172003","Systematic Google search","Journal publication","28346472","NCT ID",2017-03-27,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-02-28","2016-04-30",NA,NA,"5","Aminul_S; Karolina_S","Found by 2/2 reviewers, matching all 5 criteria",1899,"Eligible","Irrelevant intervention type","NCT01918228",NA,NA,NA,NA,NA,NA,NA
"F5588",2023-01-22,"Aminul_S","NCT02964598","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-11-30","2018-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1427,"Eligible","Irrelevant intervention type","NCT02964598",NA,NA,NA,NA,NA,NA,NA
"F5589",2023-01-22,"Aminul_S","NCT02698332","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7781897/","10.1080/13814788.2020.1853697","Systematic Google search","Journal publication","33356665","NCT ID",2020-12-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-31","2016-06-30",NA,NA,"5","Aminul_S","Found by 1/2 reviewers, matching all 5 criteria",1991,"Eligible","Irrelevant intervention type","NCT02698332",NA,NA,NA,NA,NA,NA,NA
"F5590",2023-01-22,"Aminul_S","NCT02698332","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7798711/","10.1136/bmjopen-2020-039871","Systematic Google search","Journal publication","33419902","NCT ID",2021-01-08,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-31","2016-06-30",NA,NA,"5","Aminul_S","Found by 1/2 reviewers, matching all 5 criteria",1991,"Eligible","Irrelevant intervention type","NCT02698332",NA,NA,NA,NA,NA,NA,NA
"F5591",2023-01-22,"Aminul_S","NCT01861873","Yes","https://www.tandfonline.com/doi/full/10.1080/0284186X.2017.1366051","10.1080/0284186X.2017.1366051","Systematic Google search","Journal publication","28849688","NCT ID",2017-08-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-08-31","2016-03-31",NA,NA,"5","Aminul_S","Found by 1/2 reviewers, matching all 5 criteria",1839,"Eligible","Irrelevant intervention type","NCT01861873",NA,NA,NA,NA,NA,NA,NA
"F5592",2023-01-22,"Aminul_S","NCT03309904","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671975/","10.1136/bmjopen-2021-051902","Linked at the registration","Journal publication","34907058","NCT ID",2021-12-14,"Yes","No","Yes","Yes","Yes","4","ctgov","2017-09-15","2018-05-31",NA,NA,"5; 4","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, near-match vs. full match",705,"Eligible","Irrelevant intervention type","NCT03309904",NA,NA,NA,NA,NA,NA,NA
"F5593",2023-01-22,"Aminul_S","NCT03309904","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7456671/","10.1136/bjsports-2019-101295","Systematic Google search","Journal publication","31992545","NCT ID",2020-01-28,"Yes","No","Yes","Yes","Yes","4","ctgov","2017-09-15","2018-05-31",NA,NA,"5; 4","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, near-match vs. full match",705,"Eligible","Irrelevant intervention type","NCT03309904",NA,NA,NA,NA,NA,NA,NA
"F5594",2023-01-22,"Aminul_S","2015-000295-94","Yes","https://journals.lww.com/pain/Fulltext/2021/02000/Tapentadol_vs_oxycodone_for_postoperative_pain.8.aspx","10.1097/j.pain.0000000000002026","Systematic Google search","Journal publication","32773594","EudraCT ID",2021-02-01,"Yes","Yes","Yes","Yes","Yes","5","euctr","2015-09-01",NA,NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",156,"Eligible","Automatically identified","NCT02604446","2015-000295-94",NA,NA,NA,NA,NA,NA
"F5595",2023-01-22,"Aminul_S","NCT02015364","Yes","https://bjsm.bmj.com/content/54/12/719.long","10.1136/bjsports-2019-100709","Systematic Google search","Journal publication","31597624","NCT ID",2019-10-09,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-02-28","2018-02-28",NA,NA,"5","Aminul_S; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",2085,"Eligible","Irrelevant intervention type","NCT02015364",NA,NA,NA,NA,NA,NA,NA
