"proj_id","primary_id","eligibility","registry","eudract_id","nct_id","crossregistration_check","short_title","lead_institution","has_results","trial_status_recoded","sponsor_status","phase","were_results_reported","study_first_submitted_date","start_date","completion_date","overall_status","enrollment","agency_classes","intervention_types_combined","max_end_date","long_title","trial_name"
2294,"NCT02220140","Eligible","ctgov",NA,"NCT02220140","Irrelevant intervention type","Resilience for Young People With ADHD - a Randomized Controlled Trial of a Brief Intervention Program.","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2014-08-15,2014-08-31,2016-12-31,"Unknown status",8000,"OTHER;OTHER","Behavioral",NA,"Resilience for Young People With Attention Deficit Hyperactivity Disorder (ADHD) - a Randomized Controlled Trial of a Brief Intervention Program.",NA
2295,"NCT02110914","Eligible","ctgov",NA,"NCT02110914","Irrelevant intervention type","A Coaching Intervention to Young Adults With Cystic Fibrosis","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2014-04-04,2014-05-31,2016-12-21,"Completed",40,"OTHER;INDUSTRY","Behavioral",NA,"Coach to Cope. Coaching Young Adults With Cystic Fibrosis - a Feasibility Study",NA
2296,"NCT02220179","Eligible","ctgov",NA,"NCT02220179","Irrelevant intervention type","Resilience for Children and Young People in Foster Care and Residential Care in Denmark","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2014-08-15,2014-08-31,2017-08-31,"Unknown status",9000,"OTHER;OTHER","Behavioral",NA,"Resilience for Children and Young People",NA
2297,"NCT02111161","Cross-registration duplicate","ctgov","2013-003556-20","NCT02111161","Automatically identified","Immunoglobulin for Necrotizing Soft Tissue Infections: a Randomised Controlled Trial","Copenhagen University Hospital",NA,NA,NA,"Phase 2",FALSE,2014-04-03,2014-04-30,2016-09-30,"Completed",100,"OTHER;INDUSTRY","Drug",NA,"Immunoglobulin for Necrotizing Soft Tissue Infections: a Randomised Controlled Trial",NA
2298,"NCT02617823","Ineligible institution","ctgov",NA,"NCT02617823","Ignore, ineligible","Influence of Maternal Postioning on Spread of Local Anesthetic After Epidural Analgesia",NA,NA,NA,NA,"Not Applicable",FALSE,2015-11-24,2016-01-31,2018-12-31,"Completed",950,"OTHER","Procedure",NA,"Influence of Maternal Postioning on Spread of Local Anesthetic After Epidural Analgesia",NA
2299,"NCT02112383","Ineligible institution","ctgov",NA,"NCT02112383","Ignore, ineligible","Group Versus Internet-based Cognitive Behavior Therapy for Procrastination",NA,NA,NA,NA,"Not Applicable",FALSE,2014-04-06,2014-09-30,2016-10-31,"Completed",90,"OTHER;OTHER","Behavioral",NA,"Group Versus Internet-based Cognitive Behavior Therapy for Procrastination",NA
2300,"NCT02616718","Eligible","ctgov",NA,"NCT02616718","Irrelevant intervention type","Incisional Hernia Progression Over Time","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-11-21,2015-09-30,2018-04-30,"Completed",35,"OTHER","Radiation",NA,"Incisional Hernia Progression Over Time",NA
2301,"NCT02615756","Eligible","ctgov",NA,"NCT02615756","Irrelevant intervention type","Molecular and Functional Neurobiology of Physical Exercise","Turku University Hospital",NA,NA,NA,"Not Applicable",FALSE,2014-09-10,2013-04-30,2018-06-30,"Completed",24,"OTHER_GOV;OTHER;INDUSTRY;OTHER;OTHER","Behavioral",NA,"Molecular and Functional Neurobiology of Physical Exercise",NA
2302,"NCT02615769","Eligible","ctgov",NA,"NCT02615769","Irrelevant intervention type","Effect on Attendance if Including Focused Information of Spirometry in Preventive Health Checks","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2015-11-19,2015-11-30,2017-01-31,"Completed",4496,"OTHER;OTHER;OTHER;OTHER","Behavioral",NA,"Effect on Attendance if Including Focused Information of Spirometry in Preventive Health Checks - a Randomized Controlled Trial in Primary Health Care",NA
2303,"NCT02615795","Eligible","ctgov",NA,"NCT02615795","Irrelevant intervention type","Tele Health Monitoring Service for Patients With Chronic Obstructive Pulmonary Disease","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2015-11-18,2011-03-31,2018-06-06,"Completed",160,"OTHER","Device",NA,"Tele Health Monitoring Service for Patients With Chronic Obstructive Pulmonary Disease. A Clinical, Randomized, Controlled Study for Evaluation of Clinical and Economic Consequences of Monitoring Service",NA
2304,"NCT02614430","Eligible","ctgov",NA,"NCT02614430","Irrelevant intervention type","Recover Working Life - Back on the Job After Acute Illness","Hvidovre and Amager Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-09,2015-09-30,2017-09-01,"Completed",38,"OTHER;OTHER","Other",NA,"Recover Working Life - Back on the Job After Acute Illness. A Study of the Effect on Functional Capacity and Self-rated Health and Working Capacity of a Vocational Training Course After Discharge From an Acute Hospitalisation",NA
2305,"NCT02114424","Eligible","ctgov",NA,"NCT02114424","Irrelevant intervention type","Night Balance for Positional Obstructive Sleep Apnea Syndrome (POSAS)","Copenhagen University Hospital",NA,NA,NA,"Phase 2/Phase 3",FALSE,2014-04-10,2014-05-31,2016-02-29,"Unknown status",100,"OTHER","Device",NA,"Night Balance for Positional Obstructive Sleep Apnea Syndrome (POSAS) A Prospective, Randomized, Controlled Open Trial in Daily Clinical Practice",NA
2306,"NCT02612987","Eligible","ctgov",NA,"NCT02612987","Irrelevant intervention type","iCBT for Adolescents With Co-morbid Insomnia","Uppsala Academic Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-11-15,2015-10-31,2017-10-31,"Completed",21,"OTHER;OTHER;OTHER","Behavioral",NA,"Internet-delivered Cognitive Behaviour Therapy for Adolescents With Co-morbid Insomnia Attending Children and Youth Psychiatry: An Open Trial",NA
2307,"NCT02612467","Ineligible institution","ctgov",NA,"NCT02612467","Ignore, ineligible","Low Back Pain - What's Next? Stratified Care Compared to Current Practice",NA,NA,NA,NA,"Not Applicable",FALSE,2015-11-16,2015-11-30,2018-12-15,"Completed",333,"OTHER;OTHER;OTHER;OTHER;OTHER","Other",NA,"The Effectiveness of a Stratified Care Model for Non-specific Low Back Pain in Danish Primary Care Compared to Current Practice in a Randomised Controlled Trial",NA
2308,"NCT02115698","Eligible","ctgov",NA,"NCT02115698","None found","Counteracting Age-related Loss of Skeletal Muscle Mass (CALM)","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2014-04-14,2014-04-01,2019-08-31,"Completed",66,"OTHER;OTHER;INDUSTRY","Procedure | Dietary Supplement",NA,"Counteracting Age-related Loss of Skeletal Muscle Mass",NA
2309,"NCT02119481","Eligible","ctgov",NA,"NCT02119481","Irrelevant intervention type","Effects of Mindfulness Meditation and Stress Management After Breast Cancer","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2014-04-16,2014-05-31,2018-06-30,"Completed",142,"OTHER","Behavioral",NA,"Effects of Mindfulness Meditation and Stress Management Training on Perceived Stress, Psychological Well-being, and Sleep Quality Among Patients Diagnosed With Breast Cancer",NA
2310,"NCT02121145","Ineligible end date","ctgov","2009-012949-33","NCT02121145","Identified in publication","Cross-reactive Immunity Elicited by Oral and Parenteral Typhoid Vaccines","Helsinki University Hospital",NA,NA,NA,"Phase 4",FALSE,2013-12-30,2013-10-31,2019-12-31,"Unknown status",100,"OTHER","Biological",NA,"Cross-reactive Immunity Elicited by Oral and Parenteral Typhoid Vaccines Against Non-typhoid Salmonellae",NA
2311,"NCT02121678","Eligible","ctgov",NA,"NCT02121678","Irrelevant intervention type","Effect of Resistance and Aerobic Exercise in CIDP or MMN","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2014-02-17,2014-04-30,2016-01-31,"Completed",23,"OTHER","Other",NA,"Effect of Resistance and Aerobic Exercise on Muscle Strength, Aerobic Capacity and Quality of Life in Patients Treated With Immunoglobulin for Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) or Multifocal Motor Neuropathy (MMN)",NA
2312,"NCT02602600","Cross-registration duplicate","ctgov","2015-002153-35","NCT02602600","Identified in manual search","Glucagon-like Peptide-1 and Coronary Microvascular Dysfunction in Women With Angina Pectoris and no Coronary Stenosis","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Phase 4",FALSE,2015-11-08,2015-11-19,2017-04-18,"Completed",33,"OTHER","Drug",NA,"Effect of Glucagon-like Peptide-1 Stimulation on Coronary Microvascular Dysfunction in Women With Angina Pectoris and no Obstructive Stenosis of Major Coronary Vessels",NA
2313,"NCT02601989","Ineligible institution","ctgov",NA,"NCT02601989","Ignore, ineligible","Effects on Insulin Resistance With Tadalafil in Type 2 Diabetes - a Double-blind, Placebo-controlled Crossover Study",NA,NA,NA,NA,"Phase 2",FALSE,2015-10-26,2015-11-30,2019-01-31,"Completed",23,"OTHER;OTHER_GOV","Drug",NA,"Effects on Insulin Resistance With the Phosphodiesterase-5 Inhibitor Tadalafil in Type 2 Diabetes - a Double-blind, Placebo-controlled Crossover Study",NA
2314,"NCT02601482","Eligible","ctgov",NA,"NCT02601482","Irrelevant intervention type","Optimization of Interval-training in Patients With Type 2 Diabetes","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-11-04,2015-10-31,2016-10-31,"Unknown status",14,"OTHER","Behavioral",NA,"Optimization of Interval-training in Patients With Type 2 Diabetes",NA
2315,"NCT02125032","Eligible","ctgov",NA,"NCT02125032","Irrelevant intervention type","Transcranial Low Voltage Pulsed Electromagnetic Fields (T-PEMF) in Patients With Parkinson's Disease","Odense University Hospital",NA,NA,NA,"Not Applicable",FALSE,2014-04-23,2014-05-31,2018-03-31,"Completed",98,"OTHER","Device",NA,NA,NA
2316,"NCT02601079","Ineligible institution","ctgov",NA,"NCT02601079","Ignore, ineligible","Endodrill vs. Conventional Biopsy. Diagnostics and Genetic Analysis",NA,NA,NA,NA,"Not Applicable",FALSE,2015-10-27,2016-09-30,2019-06-30,"Terminated",7,"OTHER","Device",NA,"Endodrill vs. Conventional Biopsy. Diagnostics and Genetic Analysis in Tumors of the Distal Esophagus and Cardia",NA
2317,"NCT02600676","Eligible","ctgov",NA,"NCT02600676","Irrelevant intervention type","Transcutaneous Electric Nerve Stimulation (TENS) in Children With Enuresis","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2015-11-03,2015-09-30,2016-08-31,"Completed",52,"OTHER","Device",NA,"Randomized, Double Blind, Placebo Controlled Trial of Sacral Transcutaneous Electric Nerve Stimulation (TENS) in Children With Enuresis",NA
2318,"NCT02600312","Eligible","ctgov",NA,"NCT02600312","Irrelevant intervention type","Comparing Cytokines, Toxins Adsorbing oXiris Filter to ST150 Filter During CRRT in Patients With Septic Shock","Skane University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-30,2015-10-31,2018-01-31,"Completed",16,"OTHER","Device",NA,"Comparing Cytokines, Toxins Adsorbing oXiris Filter to ST150 Filter During CRRT in Patients With Septic Shock",NA
2319,"NCT02599597","Eligible","ctgov",NA,"NCT02599597","Irrelevant intervention type","Prevention of Depressive Relapse by Means of Physical Exercise and Lifestyle","Lund University",NA,NA,NA,"Not Applicable",FALSE,2015-11-05,2016-02-29,2019-12-01,"Completed",150,"OTHER","Behavioral",NA,"Prevention of Depressive Relapse by Means of Physical Exercise and Lifestyle",NA
2320,"NCT02126202","Eligible","ctgov",NA,"NCT02126202","Irrelevant intervention type","Coronary Angioplasty in Octogenarians With Emergent Coronary Syndromes","Sahlgrenska University Hospital",NA,NA,NA,"Phase 4",FALSE,2014-01-07,2009-08-31,2016-01-31,"Unknown status",200,"OTHER","Procedure",NA,"Coronary Angioplasty in Octogenarians With Emergent Coronary Syndromes: The Octogenarians Study",NA
2321,"NCT02598856","Eligible","ctgov",NA,"NCT02598856","None found","Bioavailability of Nasal Naloxone and Injected Naloxone Compared","Norwegian University of Science and Technology",NA,NA,NA,"Phase 1",FALSE,2015-11-02,2016-03-31,2016-12-31,"Completed",22,"OTHER;OTHER;INDUSTRY;OTHER","Drug",NA,"Bioavailability of Nasal Naloxone and Injected Naloxone Compared. A Randomized, Open Label, 4-way Cross-over Study",NA
2322,"NCT02599038","Eligible","ctgov",NA,"NCT02599038","Irrelevant intervention type","Serine Supplementation for Obese Subjects With Fatty Liver Disease","Sahlgrenska University Hospital",NA,NA,NA,"Phase 1/Phase 2",FALSE,2015-11-03,2015-10-31,2016-10-31,"Completed",10,"OTHER","Dietary Supplement",NA,"Serine Supplementation in Nonalcoholic Fatty Liver Disease",NA
2323,"NCT02598791","Eligible","ctgov",NA,"NCT02598791","Irrelevant intervention type","GIP/GLP-1 Co-Activity in Subjects With Obesity: Lowering of Food Intake","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-31,2015-10-01,2016-06-20,"Completed",18,"OTHER","Other",NA,"GIP/GLP-1 Co-Activity in Subjects With Obesity: Lowering of Food Intake",NA
2324,"NCT02220803","Eligible","ctgov","2013-004866-33","NCT02220803","Identified in publication","A Short Term Open, Randomized Cross-over Trial Exploring the Effect of Carbonic Anhydrase Inhibition by Acetazolamide on Sleep Apnea Associated Hypertension and Vascular Dysfunction","Gothenburg University",NA,NA,NA,"Phase 2",FALSE,2014-08-18,2014-03-31,2016-08-31,"Completed",13,"OTHER","Drug | Device",NA,"A Short Term Open, Randomized Cross Over Trial Trial Exploring the Effect of Carbonic Anhydrase Inhibition by Acetazolamide on Sleep Apnea Associated Hypertension",NA
2325,"NCT02595580","Eligible","ctgov",NA,"NCT02595580","Irrelevant intervention type","The GlucoPred Investigation II","Norwegian University of Science and Technology",NA,NA,NA,"Not Applicable",FALSE,2015-11-02,2016-01-31,2016-02-29,"Terminated",16,"OTHER;OTHER;OTHER","Device",NA,"An Open, Controlled Investigation of Measurement Precision, System Accuracy and User Performance Evaluation in Subjects With Diabetes Mellitus Type 1 Using GlucoPred, a Non-invasive Continuous Blood Glucose Measurement Device",NA
2326,"NCT02594982","Eligible","ctgov",NA,"NCT02594982","Irrelevant intervention type","DANish DELIrium Study On Neurointensive Care Patients","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-19,2015-08-31,2016-07-31,"Completed",100,"OTHER","Other",NA,"DANish DELIrium Study On Neurointensive Care Patients. A Two Phase Intervention Study",NA
2327,"NCT02594878","Cross-registration duplicate","ctgov","2015-002038-36","NCT02594878","Automatically identified","Chronic Non-bacterial Osteomyelitis Treated With Pamidronate","Aarhus University",NA,NA,NA,"Phase 2",FALSE,2015-10-20,2015-10-31,2018-08-31,"Unknown status",32,"OTHER","Drug | Other",NA,"Chronic Non-bacterial Osteomyelitis Treated With Pamidronate in a Randomised Placebo Controlled Trial",NA
2328,"NCT02594241","Cross-registration duplicate","ctgov","2015-004916-39","NCT02594241","Automatically identified","PreOperative Steroid in Abdominal Wall Reconstruction: A Double-blinded Randomized Clinical Trial","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-29,2016-03-31,2018-11-30,"Completed",42,"OTHER","Drug",NA,"PreOperative Steroid in Abdominal Wall Reconstruction: A Double-blinded Randomized Clinical Trial",NA
2329,"NCT02593370","Eligible","ctgov","2013-004013-41","NCT02593370","Identified in publication","Suprasacral Parallel Shift - Ultrasound/MR Image Fusion Guided Lumbosacral Plexus Block","Aarhus University Hospital",NA,NA,NA,"Phase 1",FALSE,2015-10-28,2015-10-31,2016-01-31,"Completed",26,"OTHER;OTHER;OTHER","Drug",NA,NA,NA
2330,"NCT03466580","Eligible","ctgov",NA,"NCT03466580","Irrelevant intervention type","Improvement of Support to Caregivers of Patients in Specialized Palliative Care at Home","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-03-01,2018-03-15,2019-12-31,"Completed",466,"OTHER;OTHER;UNKNOWN;OTHER;OTHER;OTHER;UNKNOWN;UNKNOWN;UNKNOWN;OTHER;OTHER;UNKNOWN","Behavioral",NA,"Testing a Caregiver-led Intervention to Improve Support to Caregivers of Patients in Specialized Palliative Care at Home: a Stepped Wedge (Cluster) Randomized Controlled Trial",NA
2331,"NCT02592616","Eligible","ctgov",NA,"NCT02592616","Irrelevant intervention type","Interval-training and Appetite Regulation in Patients With Type 2 Diabetes","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-28,2015-10-31,2016-10-31,"Unknown status",14,"OTHER","Behavioral",NA,"Interval-training and Appetite Regulation in Patients With Type 2 Diabetes",NA
2332,"NCT02592304","Eligible","ctgov",NA,"NCT02592304","Irrelevant intervention type","Preoperative Assessment of Mesorectal Lymph Nodes by Dual Energy CT. PUMK-DECT","Odense University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-07,2014-09-30,2017-09-30,"Unknown status",70,"OTHER","Device",NA,"Preoperative Assessment of Mesorectal Lymph Nodes by Dual Energy CT. PUMK-DECT",NA
2333,"NCT03466541","Ineligible end date","ctgov",NA,"NCT03466541","Ignore, ineligible","Workplace Interventions Preventing Risky Use of Alcohol and Sick Leave",NA,NA,NA,NA,"Not Applicable",FALSE,2018-03-08,2013-08-31,2019-08-31,"Unknown status",500,"OTHER;UNKNOWN;UNKNOWN;UNKNOWN;OTHER;OTHER;UNKNOWN;OTHER_GOV","Behavioral",NA,"Workplace Interventions Preventing Risky Use of Alcohol and Sick Leave",NA
2334,"NCT03531190","Eligible","ctgov",NA,"NCT03531190","Irrelevant intervention type","Pre- and Postoperative Nutrition in Head and Neck Cancer Patients","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2018-04-09,2018-05-10,2018-11-30,"Completed",42,"OTHER;OTHER","Dietary Supplement",NA,"A Randomized Controlled Clinical Trial of Pre- and Postoperative Supplementation With Zinc, Vitamin C, Arginine and Multivitamin Mineral in Patients Treated for Head and Neck Cancer",NA
2335,"NCT02589769","Eligible","ctgov",NA,"NCT02589769","Irrelevant intervention type","Effects of Reduction in Saturated Fat on Cholesterol and Lipoproteins in Lean and Obese Persons","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-06-16,2016-09-30,2018-02-28,"Completed",83,"OTHER","Other",NA,"Effects of Reduction in Saturated Fat on Cholesterol and Lipoproteins in Lean and Obese Persons",NA
2336,"NCT02589756","Eligible","ctgov",NA,"NCT02589756","Irrelevant intervention type","Fish or Nuts? Dietary Effects on Cardiometabolic Risk Factors and Persistent Organic Pollutants","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-09-14,2015-09-30,2017-09-11,"Completed",120,"OTHER","Other",NA,"Fish or Nuts? Dietary Effects on Cardiometabolic Risk Factors and Persistent Organic Pollutants",NA
2337,"NCT02132065","Eligible","ctgov",NA,"NCT02132065","None found","Unilateral Dual TAP (Transverses Abdominal Plane) Blok i Forbindelse Med Laparoskopisk Nyre Operation","Zealand University Hospital",NA,NA,NA,"Not Applicable",FALSE,2014-05-04,2014-06-30,2017-06-01,"Completed",30,"OTHER","Drug",NA,"Unilateral Dual TAP (Transverses Abdominal Plane) Blok i Forbindelse Med Laparoskopisk Nyre Operation",NA
2338,"NCT02589080","Eligible","ctgov",NA,"NCT02589080","Irrelevant intervention type","Phantom Limb Pain: Efficacy of Non-invasive Sensory Feedback Through the Prosthesis","Skane University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-11,2015-01-31,2017-08-31,"Completed",6,"OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER","Behavioral",NA,"Phantom Limb Pain: Efficacy of Non-invasive Sensory Feedback Through the Prosthesis",NA
2339,"NCT02132416","Eligible","ctgov",NA,"NCT02132416","None found","Operative Treatment of Unstable Thoracic Cage Injuries and Chest Wall Deformity in Trauma","Sahlgrenska University Hospital",NA,NA,NA,"Not Applicable",FALSE,2014-05-01,2014-05-31,2018-12-31,"Completed",92,"OTHER;OTHER;OTHER","Drug | Procedure",NA,"Prospective Controlled Study of Surgical Management of Unstable Thoracic Cage Injuries and Chest Wall Deformity in Trauma",NA
2340,"NCT02132624","Cross-registration duplicate","ctgov","2013-001393-19","NCT02132624","Automatically identified","CD19-targeting 3rd Generation CAR T Cells for Refractory B Cell Malignancy - a Phase I/IIa Trial.","Uppsala University",NA,NA,NA,"Phase 1/Phase 2",FALSE,2014-05-05,2014-04-30,2017-05-31,"Completed",15,"OTHER;OTHER;OTHER;INDUSTRY;OTHER","Biological",NA,"CD19-targeting 3rd Generation CAR T Cells for Refractory B Cell Malignancy - a Phase I/IIa Trial.",NA
2341,"NCT03528746","Eligible","ctgov",NA,"NCT03528746","Irrelevant intervention type","The Acute Effect of Isometric Versus Isotonic Resistance Exercise in Patients With Patellar Tendinopathy","Aalborg University",NA,NA,NA,"Not Applicable",FALSE,2017-12-05,2018-07-12,2018-10-03,"Completed",21,"OTHER","Other",NA,"The Acute Effect of Isometric Versus Isotonic Resistance Exercise in Patients With Patellar Tendinopathy: a Randomized, Participant Blinded, Crossover Trial",NA
2342,"NCT02588729","Ineligible institution","ctgov",NA,"NCT02588729","Ignore, ineligible","A Mobile Smartphone Application to Promote a Healthy Diet and Physical Activity Among Pregnant Women With GDM - RCT",NA,NA,NA,NA,"Not Applicable",FALSE,2015-08-31,2015-10-31,2017-12-31,"Completed",238,"OTHER;OTHER;OTHER;OTHER;OTHER;OTHER","Other",NA,"A Mobile Smartphone Application to Promote a Healthy Diet and Physical Activity Among Pregnant Women With Gestational Diabetes Mellitus - RCT",NA
2343,"NCT02133105","Eligible","ctgov",NA,"NCT02133105","None found","Levosimendan Versus Dobutamine for Renal Function in Heart Failure","Gothenburg University",NA,NA,NA,"Phase 3",FALSE,2014-05-05,2014-04-30,2017-05-31,"Completed",33,"OTHER;OTHER","Drug",NA,"Efficacy of Intravenous Levosimendan Compared With Dobutamine on Renal Hemodynamics and Function in Chronic Heart Failure",NA
2344,"NCT03528252","Eligible","ctgov",NA,"NCT03528252","Irrelevant intervention type","Effectiveness of Written Dietary Advice on Lipoproteins - a Pragmatic Randomized Controlled Trial","Uppsala University",NA,NA,NA,"Not Applicable",FALSE,2018-04-19,2018-05-16,2019-04-18,"Completed",113,"OTHER;OTHER","Other",NA,"Effectiveness of Written Dietary Advice on Lipoproteins - a Pragmatic Randomized Controlled Trial (MYDICLIN)",NA
2345,"NCT03527784","Eligible","ctgov",NA,"NCT03527784","Irrelevant intervention type","Prestoma-Trial for Parastomal Hernia Prevention","University of Oulu",NA,NA,NA,"Not Applicable",FALSE,2018-05-02,2018-05-03,2018-10-29,"Terminated",14,"OTHER","Device",NA,"PRESTOMA- A Prospective Randomized Controlled Multicenter Trial Comparing Three Meshes for Prevention of Parastomal Hernia After Abdominoperineal Resection for Rectal Adenocarcinoma",NA
2346,"NCT03466281","Eligible","ctgov",NA,"NCT03466281","Irrelevant intervention type","Patient Education for Patients With Irritable Bowel Syndrome (IBS)","Sahlgrenska University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-11-29,2016-08-01,2017-11-20,"Completed",100,"OTHER","Behavioral",NA,"Structured Patient Group Education Versus Structured Patient Education Via the Internet for Patients With Irritable Bowel Syndrome (IBS)",NA
2347,"NCT03526445","Eligible","ctgov",NA,"NCT03526445","None found","Hepatic Metabolic Changes in Response to Glucagon Infusion","Steno Diabetes Center Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2018-05-03,2018-05-01,2019-06-12,"Completed",27,"OTHER;OTHER","Drug",NA,"Hepatic Metabolic Changes in Response to Glucagon Infusion",NA
2348,"NCT03526289","Eligible","ctgov",NA,"NCT03526289","None found","GIP/GLP-1 Co-Activity in Subjects With Overweight and Type 2 Diabetes: Lowering of Food Intake","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-10-24,2017-11-08,2018-10-24,"Completed",22,"OTHER;INDUSTRY","Biological | Other",NA,"GIP/GLP-1 Co-Activity in Subjects With Overweight and Type 2 Diabetes: Lowering of Food Intake",NA
2349,"NCT02587273","Eligible","ctgov",NA,"NCT02587273","None found","The Pharmacokinetics of Fentanyl in Intensive Care Patients","Oslo University Hospital",NA,NA,NA,"Phase 4",FALSE,2015-06-03,2015-10-31,2017-11-30,"Unknown status",150,"OTHER;OTHER","Drug",NA,"The Pharmacokinetics of Fentanyl in Intensive Care Patients",NA
2350,"NCT02134600","Eligible","ctgov",NA,"NCT02134600","Irrelevant intervention type","OmegaChild - Omega-3 Supplementation to Children Previously Treated for Cancer","Karolinska Institutet",NA,NA,NA,"Phase 1",FALSE,2014-05-07,2014-05-31,2016-09-02,"Completed",40,"OTHER;INDUSTRY","Dietary Supplement",NA,"OmegaChild - Omega-3 Supplementation to Children Now in Full Remission From a Previous Cancer; an Early Phase Dose-finding Study.",NA
2351,"NCT02587156","Eligible","ctgov",NA,"NCT02587156","Irrelevant intervention type","Fate of Nutrient-Derived Amino Acids, FONDAA","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-22,2015-10-31,2018-02-08,"Completed",12,"OTHER","Dietary Supplement",NA,"Fate of Nutrient-Derived Amino Acids: Influence of Habituated Levels of Daily Dietary Protein Intake on Protein Utilization",NA
2352,"NCT03466229","Ineligible institution","ctgov",NA,"NCT03466229","Ignore, ineligible","Impact of Antioxidant Treatment on DNA Fragmentation Index",NA,NA,NA,NA,"Not Applicable",FALSE,2018-03-04,2015-07-01,2016-12-31,"Completed",79,"OTHER;UNKNOWN;UNKNOWN","Dietary Supplement",NA,"Impact of Antioxidant (Androferti) Treatment on Sperm DNA Integrity",NA
2353,"NCT03525158","Eligible","ctgov",NA,"NCT03525158","Irrelevant intervention type","A Brief Cognitive Intervention After Intrusive Memories of Trauma With Young Refugees","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2018-04-12,2017-06-20,2018-02-26,"Completed",4,"OTHER","Behavioral",NA,"Intrusive Memories of Trauma Experienced by Young Refugees: Using Single Case Experimental Design to Investigate a Brief Cognitive Intervention Involving Computer Gameplay",NA
2354,"NCT02586545","Eligible","ctgov",NA,"NCT02586545","Irrelevant intervention type","Shared Care for Patients With Type 2 Diabetes Across the Primary and Secondary Health Care Sector","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-21,2015-08-31,2018-12-31,"Completed",140,"OTHER;OTHER","Other",NA,"Shared Care for Patients With Type 2 Diabetes Across the Primary and Secondary Health Care Sector",NA
2355,"NCT03524040","Eligible","ctgov",NA,"NCT03524040","Irrelevant intervention type","Imaging of Pilosebaceous Units and Acne Lesions by RCM and OCT Confocal Microscopy and Optical Coherence Tomography","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-05-01,2016-12-31,2018-01-31,"Completed",21,"OTHER;INDUSTRY","Device",NA,"Imaging of Pilosebaceous Units and Acne Lesions by Reflectance Confocal Microscopy and Optical Coherence Tomography",NA
2356,"NCT03523936","Eligible","ctgov",NA,"NCT03523936","Irrelevant intervention type","Gut Microbiota and Antibiotics - Prevention of Side Effects by New Prebiotics","Turku University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-05-02,2018-06-01,2019-12-31,"Unknown status",30,"OTHER_GOV;OTHER","Dietary Supplement",NA,"Gut Microbiota and Antibiotics - Prevention of Side Effects by New Prebiotics",NA
2357,"NCT02135575","Eligible","ctgov",NA,"NCT02135575","Irrelevant intervention type","Effects of Exercise Training on Cardiovascular Health in Middle-aged Women","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2014-04-01,2014-05-31,2017-07-31,"Completed",36,"OTHER;OTHER;OTHER","Behavioral",NA,"Effects of Exercise Training on Cardiovascular Health in Middle-aged Women",NA
