"proj_id","primary_id","eudract_id","nct_id","eligibility_final","lead_institution","crossreg_final","crossreg_manual_extractor","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","publication_type","is_prospective","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","center_size"
"1513","NCT03989804",NA,"NCT03989804","Eligible","Norwegian University of Science and Technology","Irrelevant intervention type",NA,"Yes","10.1016/j.pmedr.2021.101605","34976662","http://dx.doi.org/10.1016/j.pmedr.2021.101605","2021-10-19","Systematic Google search","Journal publication","No","No",NA,"2019-06-14","2014-09-01","2018-09-01","2018","2018-09-01","2018","Completed","Not Applicable",356,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"1498","NCT03993080",NA,"NCT03993080","Eligible","University of Turku","Irrelevant intervention type",NA,"Yes","10.1177/2380084420901679","31962052","https://journals.sagepub.com/doi/10.1177/2380084420901679","2020-01-21","Linked at the registration","Journal publication","No","No",NA,"2019-06-19","2018-10-15","2019-02-27","2019","2019-02-27","2019","Completed","Not Applicable",277,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1476","NCT03997175",NA,"NCT03997175","Eligible","University of Helsinki","Irrelevant intervention type",NA,"Yes","10.1016/j.ecoenv.2022.113900",NA,"https://doi.org/10.1016/j.ecoenv.2022.113900","2022-09-01","Systematic Google search","Journal publication","No","No",NA,"2019-06-23","2018-04-15","2018-07-30","2018","2018-07-30","2018","Completed","Not Applicable",25,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1473","NCT04005040",NA,"NCT04005040","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.3390/healthcare8020118","32365932","https://www.mdpi.com/2227-9032/8/2/118","2020-04-30","Systematic Google search","Journal publication","No","No",NA,"2019-06-28","2018-05-01","2019-04-17","2019","2019-04-17","2019","Completed","Not Applicable",374,"No",NA,"Only non-industry","No","Yes","No","large"
"1432","NCT04023500",NA,"NCT04023500","Eligible","University of Turku","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-07-09","2014-05-01","2019-08-30","2019","2015-11-01","2015","Unknown status","Not Applicable",28,"Yes",NA,"Only non-industry","Yes","Yes","No","small"
"1419","NCT04038177",NA,"NCT04038177","Eligible","Norwegian University of Science and Technology","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2019-07-18","2019-08-05","2019-12-20","2019","2019-12-20","2019","Completed","Not Applicable",30,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1410","NCT04040855",NA,"NCT04040855","Ineligible",NA,"Ignore, ineligible",NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-07-29","2011-09-01","2019-03-31","2019","2018-12-31","2018","Completed","Not Applicable",369,"Yes",NA,"Only non-industry","Yes","Yes","No",NA
"1401","NCT04043065",NA,"NCT04043065","Eligible","Herlev and Gentofte Hospital","None found","Natasha","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-07-30","2019-01-28","2019-05-20","2019","2019-05-20","2019","Completed","Early Phase 1",10,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1389","NCT04048928",NA,"NCT04048928","Eligible","UiT The Arctic University of Norway","Irrelevant intervention type",NA,"Yes","10.1186/s13102-019-0133-9","31534773","https://doi.org/10.1186/s13102-019-0133-9","2019-09-17","Linked at the registration","Journal publication","No","No",NA,"2019-07-30","2018-02-10","2018-04-11","2018","2018-04-11","2018","Completed","Not Applicable",46,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
"1385","NCT04057755","2016-000375-25","NCT04057755","Eligible","Karolinska Institutet; Danderyd Hospital","Automatically identified","Cathrine","No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2016-02-29","2016-05-15","2019-06-15","2019","2019-06-15","2019","Completed","Phase 3",90,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1380","NCT04061473",NA,"NCT04061473","Eligible","Herlev and Gentofte Hospital","None found","Cathrine","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-08-15","2019-04-02","2019-08-20","2019","2019-08-20","2019","Completed","Not Applicable",20,"No",NA,"Only non-industry","Yes","Yes","No","large"
"944","NCT04061694",NA,"NCT04061694","Ineligible",NA,"Ignore, ineligible",NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","2020-02-04","2019-08-16","2016-11-30","2019-08-31","2019","2019-05-31","2019","Completed","Not Applicable",46,"No",NA,"Only non-industry","Yes","No","Yes",NA
"1377","NCT04064203",NA,"NCT04064203","Eligible","Herlev and Gentofte Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-08-16","2017-07-05","2018-09-20","2018","2018-09-20","2018","Completed","Not Applicable",24,"No",NA,"Only non-industry","Yes","No","Yes","large"
"1372","NCT04076878",NA,"NCT04076878","Eligible","Danderyd Hospital","Irrelevant intervention type",NA,"Yes","10.1186/s12984-020-00740-z","32778118","https://jneuroengrehab.biomedcentral.com/articles/10.1186/s12984-020-00740-z","2020-08-10","Linked at the registration","Journal publication","No","No",NA,"2019-07-31","2017-08-15","2019-02-01","2019","2019-02-01","2019","Completed","Not Applicable",21,"No",NA,"Only non-industry","No","No","Yes","small"
"1371","NCT04078958",NA,"NCT04078958","Eligible","University of Oslo","Irrelevant intervention type",NA,"Yes","10.3390/nu14081593","35458155","https://doi.org/10.3390/nu14081593","2022-04-12","Systematic Google search","Journal publication","Yes","No",NA,"2019-08-29","2019-10-15","2019-11-07","2019","2019-11-07","2019","Completed","Not Applicable",5,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1370","NCT04079517","2014-005005-20","NCT04079517","Eligible","Karolinska Institutet","Identified in publication","Cathrine A","No",NA,NA,NA,NA,NA,NA,"Yes","Yes","2023-03-16","2014-12-08","2015-03-02","2016-02-03","2016","2016-02-03","2016","Completed","Phase 1/Phase 2",42,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"1367","NCT04086667",NA,"NCT04086667","Ineligible",NA,"Ignore, ineligible",NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-09-04","2017-11-01","2019-03-01","2019","2019-02-01","2019","Completed","Not Applicable",132,"No",NA,"Only non-industry","Yes","Yes","No",NA
"1365","NCT04091230",NA,"NCT04091230","Ineligible",NA,"Ignore, ineligible",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2019-09-10","2019-09-10","2019-11-01","2019","2019-10-30","2019","Completed","Not Applicable",20,"No",NA,"Only non-industry","Yes","Yes","No",NA
"1355","NCT04111003",NA,"NCT04111003","Eligible","University of Turku","Irrelevant intervention type",NA,"Yes","10.1922/EJPRD_2333Bijelic-Donova12","3.5438265E7","https://pubmed.ncbi.nlm.nih.gov/35438265/","2022-11-30","Systematic Google search","Journal publication","No","No",NA,"2017-10-29","2012-12-11","2019-02-06","2019","2017-02-12","2017","Completed","Not Applicable",20,"Yes",NA,"Industry or mixed","Yes","Yes","Yes","small"
"1353","NCT04112680",NA,"NCT04112680","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1136/bmjgh-2021-006954","34758970","https://doi.org/10.1136/bmjgh-2021-006954","2021-11-01","Linked at the registration","Journal publication","Yes","No",NA,"2019-09-27","2019-10-07","2019-12-21","2019","2019-12-21","2019","Completed","Not Applicable",750,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1352","NCT04113031",NA,"NCT04113031","Eligible","UiT The Arctic University of Norway","Irrelevant intervention type",NA,"Yes","10.1186/s13102-020-00210-y","33024564","https://doi.org/10.1186/s13102-020-00210-y","2020-10-02","Linked at the registration","Journal publication","No","No",NA,"2019-10-01","2019-01-15","2019-03-15","2019","2019-03-15","2019","Completed","Not Applicable",49,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
"1328","NCT04126421",NA,"NCT04126421","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.1302/0301-620X.102B12.BJJ-2020-0721.R1","33249906","https://doi.org/10.1302/0301-620X.102B12.BJJ-2020-0721.R1","2020-12-01","Systematic Google search","Journal publication","No","No",NA,"2019-09-29","2011-04-01","2019-06-01","2019","2019-06-01","2019","Completed","Not Applicable",68,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1326","NCT04134130",NA,"NCT04134130","Eligible","Lund University","None found","Natasha","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-10-18","2019-09-16","2019-12-31","2019","2019-12-20","2019","Completed","Not Applicable",33,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1325","NCT04134858",NA,"NCT04134858","Eligible","University of Oulu","Irrelevant intervention type",NA,"Yes","10.1111/scs.12920","33119908","https://doi.org/10.1111/scs.12920","2020-10-29","Systematic Google search","Journal publication","No","No",NA,"2019-09-16","2014-10-01","2016-12-31","2016","2016-02-01","2016","Completed","Not Applicable",110,"Yes",NA,"Only non-industry","Yes","No","Yes","large"
"1321","NCT04136483",NA,"NCT04136483","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1177/1359104520929376","3.2985246E7","doi.org/10.1177/1359104520929376","2020-06-17","Systematic Google search","Journal publication","No","No",NA,"2019-09-03","2015-04-01","2018-01-30","2018","2017-12-31","2017","Completed","Not Applicable",25,"Yes",NA,"Industry or mixed","No","No","Yes","large"
"1270","NCT04161794",NA,"NCT04161794","Eligible","Aalborg University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.clnu.2020.05.050","32600857","https://doi.org/10.1016/j.clnu.2020.05.050","2020-06-09","Linked at the registration","Journal publication","No","No",NA,"2019-09-24","2018-02-15","2019-04-30","2019","2019-04-30","2019","Completed","Not Applicable",58,"No",NA,"Only non-industry","No","No","Yes","large"
"1264","NCT04168307",NA,"NCT04168307","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.1177/0269215520929727","32526153","https://journals.sagepub.com/doi/full/10.1177/0269215520929727","2020-06-11","Systematic Google search","Journal publication","No","No",NA,"2019-11-15","2014-11-29","2017-12-01","2017","2017-12-01","2017","Completed","Not Applicable",113,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"1959","NCT04168632",NA,"NCT04168632","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1186/s12937-020-00579-z","3.2580743E7","https://doi.org/10.1186/s12937-020-00579-z","2020-06-24","Linked at the registration","Journal publication","No","No",NA,"2019-11-14","2019-02-07","2019-08-30","2019","2019-05-30","2019","Completed","Not Applicable",1635,"No",NA,"Only non-industry","No","No","Yes","large"
"1894","NCT04170972",NA,"NCT04170972","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-04-23","2017-10-17","2019-09-01","2019","2019-05-01","2019","Completed","Not Applicable",16,"No",NA,"Only non-industry","Yes","No","Yes","large"
"1261","NCT04172662",NA,"NCT04172662","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.apnr.2020.151376","3.3280783E7","https://doi.org/10.1016/j.apnr.2020.151376","2020-10-24","Systematic Google search","Journal publication","No","No",NA,"2019-10-04","2018-03-01","2019-09-27","2019","2019-09-27","2019","Completed","Not Applicable",68,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1256","NCT04175353",NA,"NCT04175353","Eligible","University of Eastern Finland","Irrelevant intervention type",NA,"Yes","10.1016/j.clnesp.2022.08.026","36184209","https://doi.org/10.1016/j.clnesp.2022.08.026","2022-08-30","Linked at the registration","Journal publication","No","No",NA,"2019-11-14","2016-02-01","2016-12-31","2016","2016-06-02","2016","Completed","Not Applicable",26,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
"1240","NCT04190836",NA,"NCT04190836","Ineligible","New ineligible","Ignore, ineligible",NA,"Yes","10.21203/rs.3.rs-84997/v1",NA,"https://doi.org/10.21203/rs.3.rs-84997/v1","2020-10-07","Systematic Google search","Preprint","No","No",NA,"2019-11-18","2017-11-01","2018-09-12","2018","2018-09-12","2018","Completed","Phase 1",11,"Yes",NA,"Only non-industry","No","No","Yes",NA
"1225","NCT04210193",NA,"NCT04210193","Eligible","Karolinska Institutet","None found","Samruddhi","Yes","10.1186/s13223-020-00427-z","3.2368217E7","https://pubmed.ncbi.nlm.nih.gov/32368217/","2020-04-28","Linked at the registration","Journal publication","No","No",NA,"2019-12-17","2014-04-25","2019-12-01","2019","2019-12-01","2019","Completed","Phase 2/Phase 3",15,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1224","NCT04211311",NA,"NCT04211311","Eligible","University of Southern Denmark","Irrelevant intervention type",NA,"Yes","10.1186/s40814-022-00997-2","35193705","https://doi.org/10.1186/s40814-022-00997-2","2022-02-22","Linked at the registration","Journal publication","No","No",NA,"2019-10-10","2018-01-30","2018-06-01","2018","2018-04-26","2018","Completed","Not Applicable",8,"No",NA,"Only non-industry","No","No","Yes","large"
"1223","NCT04221126","2018-004397-96","NCT04221126","Eligible","Bispebjerg and Frederiksberg Hospital","Identified in manual search","Delwen","Yes","10.1002/lsm.23326","3.3001491E7","https://onlinelibrary.wiley.com/doi/10.1002/lsm.23326","2020-10-01","Systematic Google search","Journal publication","Yes","No",NA,"2019-01-29","2019-04-29","2019-11-27","2019","2019-11-27","2019","Completed","Phase 4",16,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1220","NCT04229550",NA,"NCT04229550","Eligible","Herlev and Gentofte Hospital","Irrelevant intervention type",NA,"Yes","10.1530/EJE-21-0122","33886497","https://eje.bioscientifica.com/view/journals/eje/185/1/EJE-21-0122.xml?alreadyAuthRedirecting","2021-05-21","Systematic Google search","Journal publication","No","No",NA,"2020-01-08","2016-06-01","2016-07-04","2016","2016-07-04","2016","Completed","Not Applicable",28,"Yes",NA,"Only non-industry","Yes","No","Yes","large"
"1218","NCT04240613",NA,"NCT04240613","Eligible","Turku University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.jogoh.2023.102534","3.6642377E7","https://www.sciencedirect.com/science/article/pii/S2468784723000028","2023-01-13","Systematic Google search","Journal publication","No","No",NA,"2020-01-02","2004-01-31","2017-12-31","2017","2011-12-31","2011","Completed","Not Applicable",106,"Yes",NA,"Only non-industry","No","No","Yes","large"
"1217","NCT04246736",NA,"NCT04246736","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1136/oemed-2021-107789","35074887","doi.org/10.1136/oemed-2021-107789","2022-01-24","Linked at the registration","Journal publication","No","No",NA,"2019-12-17","2017-01-30","2018-12-13","2018","2018-12-13","2018","Completed","Not Applicable",207,"Yes",NA,"Industry or mixed","Yes","Yes","Yes","large"
"1216","NCT04247724",NA,"NCT04247724","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.1371/journal.pone.0241359","33206670","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7673568/","2020-11-18","Linked at the registration","Journal publication","No","No",NA,"2020-01-20","2015-08-01","2016-07-01","2016","2016-07-01","2016","Completed","Not Applicable",72,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"1213","NCT04258540",NA,"NCT04258540","Eligible","University of Oslo","Irrelevant intervention type",NA,"Yes","10.1080/21642850.2020.1843466","34040886","https://doi.org/10.1080/21642850.2020.1843466","2020-11-11","Linked at the registration","Journal publication","No","No",NA,"2020-02-03","2016-12-16","2018-02-20","2018","2018-02-20","2018","Completed","Not Applicable",202,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1207","NCT04274842",NA,"NCT04274842","Eligible","Zealand University Hospital","Irrelevant intervention type",NA,"Yes","10.1002/lsm.23280","32533557","https://doi.org/10.1002/lsm.23280","2020-06-12","Systematic Google search","Journal publication","No","No",NA,"2020-02-15","2018-02-01","2018-10-01","2018","2018-10-01","2018","Completed","Not Applicable",14,"No",NA,"Only non-industry","No","No","Yes","large"
"1204","NCT04283240",NA,"NCT04283240","Eligible","Aarhus University","None found","Cathrine","Yes","10.1186/s12890-021-01440-7","33639897","https://doi.org/10.1186/s12890-021-01440-7","2021-02-28","Linked at the registration","Journal publication","No","No",NA,"2020-02-07","2015-03-01","2018-09-10","2018","2017-09-10","2017","Completed","Early Phase 1",20,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1203","NCT04284982",NA,"NCT04284982","Eligible","Norwegian University of Science and Technology","Irrelevant intervention type",NA,"Yes","10.21203/rs.3.rs-16195/v2",NA,"https://www.researchsquare.com/article/rs-16195/v2","2020-03-01","Systematic Google search","Preprint","No","No",NA,"2020-02-24","2017-09-04","2017-12-21","2017","2017-12-21","2017","Completed","Not Applicable",24,"No",NA,"Only non-industry","No","No","Yes","large"
"1201","NCT04296656",NA,"NCT04296656","Eligible","Tampere University Hospital","Irrelevant intervention type",NA,"Yes","10.1097/JPN.0000000000000510","3.3079803E7","https://doi.org/10.1097/jpn.0000000000000510","2020-10-01","Systematic Google search","Journal publication","No","No",NA,"2020-03-04","2018-12-03","2019-05-31","2019","2019-05-20","2019","Completed","Not Applicable",250,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
"1199","NCT04300972",NA,"NCT04300972","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2020-03-04","2016-06-15","2016-10-15","2016","2016-10-15","2016","Completed","Not Applicable",67,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"1192","NCT04312217",NA,"NCT04312217","Eligible","Helsinki University Hospital","Irrelevant intervention type",NA,"Yes","10.1186/s12913-020-05128-2","3.2336267E7","https://doi.org/10.1186/s12913-020-05128-2","2020-04-26","Linked at the registration","Journal publication","No","No",NA,"2020-03-12","2018-05-14","2018-06-30","2018","2018-06-30","2018","Completed","Not Applicable",70,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1190","NCT04315207",NA,"NCT04315207","Eligible","Næstved Hospital","Irrelevant intervention type",NA,"Yes","10.1111/ecc.13435","33989444","https://onlinelibrary.wiley.com/doi/10.1111/ecc.13435","2021-05-14","Systematic Google search","Journal publication","No","No",NA,"2020-03-17","2012-10-01","2019-09-15","2019","2017-04-19","2017","Completed","Not Applicable",225,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1188","NCT04315740",NA,"NCT04315740","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1111/ina.12902","34235780","https://doi.org/10.1111/ina.12902","2021-07-07","Systematic Google search","Journal publication","No","No",NA,"2020-03-18","2019-04-01","2019-12-20","2019","2019-12-20","2019","Completed","Not Applicable",36,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1187","NCT04316234",NA,"NCT04316234","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1080/20018525.2020.1861580","3.3456728E7","https://www.tandfonline.com/doi/full/10.1080/20018525.2020.1861580","2020-12-24","Systematic Google search","Journal publication","No","No",NA,"2020-02-05","2017-03-01","2017-11-30","2017","2017-11-30","2017","Completed","Not Applicable",16,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1186","NCT04319835",NA,"NCT04319835","Ineligible","New ineligible","Ignore, ineligible",NA,"Yes","10.1093/dote/doac111","3.65724E7","doi.org/10.1093/dote/doac111","2022-12-27","Systematic Google search","Journal publication","Yes","No",NA,"2016-03-30","2016-04-25","2019-03-04","2019","2019-03-04","2019","Completed","Not Applicable",60,"No",NA,"Industry or mixed","No","No","Yes",NA
"1185","NCT04322799",NA,"NCT04322799","Eligible","Umeå University","Irrelevant intervention type",NA,"Yes","10.1177/1120700021989991","3.3566703E7","https://doi.org/10.1177/1120700021989991","2021-02-10","Linked at the registration","Journal publication","No","No",NA,"2020-03-24","2013-02-07","2019-06-30","2019","2014-12-04","2014","Completed","Not Applicable",57,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1184","NCT04322825",NA,"NCT04322825","Eligible","Hvidovre and Amager Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2019-11-01","2017-06-01","2019-07-01","2019","2019-07-01","2019","Completed","Not Applicable",31,"No",NA,"Only non-industry","No","No","Yes","large"
"1182","NCT04337853",NA,"NCT04337853","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.1017/S1460396921000078",NA,"https://doi.org/10.1017/S1460396921000078","2021-03-01","Systematic Google search","Journal publication","No","No",NA,"2020-04-05","2018-03-09","2018-12-04","2018","2018-12-04","2018","Completed","Phase 1",13,"No",NA,"Only non-industry","Yes","No","Yes","large"
"1180","NCT04343911",NA,"NCT04343911","Eligible","Hvidovre and Amager Hospital","Irrelevant intervention type",NA,"Yes","10.1089/lap.2021.0021","3.4101493E7","https://doi.org/10.1089/lap.2021.0021","2021-06-08","Systematic Google search","Journal publication","No","No",NA,"2020-02-13","2014-11-01","2019-12-15","2019","2015-06-30","2015","Completed","Not Applicable",207,"Yes",NA,"Only non-industry","Yes","No","Yes","large"
"1176","NCT04350749",NA,"NCT04350749","Eligible","Aarhus University","None found","Cathrine","Yes","10.1186/s40729-021-00289-z","33554323","https://doi.org/10.1186/s40729-021-00289-z","2021-02-08","Linked at the registration","Journal publication","No","No",NA,"2020-04-05","2015-01-15","2019-05-31","2019","2017-06-30","2017","Completed","Phase 4",27,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1175","NCT04363762",NA,"NCT04363762","Ineligible","New ineligible","Ignore, ineligible",NA,"Yes","10.2196/22326","3.3048053E7","https://www.jmir.org/2020/10/e22326/","2020-10-13","Linked at the registration","Journal publication","No","No",NA,"2020-04-20","2016-04-30","2018-12-31","2018","2018-12-31","2018","Completed","Not Applicable",40,"Yes",NA,"Only non-industry","Yes","Yes","No",NA
"1172","NCT04378517",NA,"NCT04378517","Eligible","University of Iceland","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2020-05-04","2018-11-13","2019-03-27","2019","2019-02-20","2019","Completed","Not Applicable",23,"No",NA,"Only non-industry","No","No","Yes","small"
"1171","NCT04378998",NA,"NCT04378998","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1111/scs.12991","33894009","https://doi.org/10.1111/scs.12991","2021-04-24","Systematic Google search","Journal publication","No","No",NA,"2020-04-28","2015-01-25","2019-10-25","2019","2019-10-25","2019","Completed","Not Applicable",136,"Yes",NA,"Only non-industry","Yes","Yes","Yes","large"
"1169","NCT04385485",NA,"NCT04385485","Eligible","Sahlgrenska University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.jhsa.2021.11.031",NA,"https://www.jhandsurg.org/article/S0363-5023(21)00802-9/fulltext","2022-02-18","Systematic Google search","Journal publication","No","No",NA,"2017-07-04","2014-07-14","2018-08-30","2018","2017-08-30","2017","Completed","Not Applicable",64,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1160","NCT04410497",NA,"NCT04410497","Eligible","Linkoeping University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.burns.2019.04.004","31230798","https://doi.org/10.1016/j.burns.2019.04.004","2019-06-21","Systematic Google search","Journal publication","No","No",NA,"2018-11-21","2015-05-11","2018-05-08","2018","2018-05-08","2018","Completed","Not Applicable",58,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1158","NCT04412759",NA,"NCT04412759","Eligible","Linkoeping University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.burns.2021.09.017","3.4629186E7","https://www.sciencedirect.com/science/article/pii/S0305417921002643","2021-09-24","Systematic Google search","Journal publication","No","No",NA,"2020-05-29","2016-06-30","2019-11-30","2019","2018-11-30","2018","Completed","Not Applicable",26,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1159","NCT04412967",NA,"NCT04412967","Eligible","Linkoeping University Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2020-05-27","2017-05-01","2018-06-03","2018","2018-05-16","2018","Completed","Not Applicable",89,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1150","NCT04435535",NA,"NCT04435535","Eligible","Linkoeping University","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2020-06-02","2012-02-01","2017-03-31","2017","2017-03-31","2017","Completed","Not Applicable",17,"Yes",NA,"Only non-industry","No","No","Yes","large"
"1149","NCT04436159",NA,"NCT04436159","Eligible","Karolinska University Hospital","Irrelevant intervention type",NA,"Yes","10.1093/bjsopen/zrac034","35511051","https://pubmed.ncbi.nlm.nih.gov/35511051/","2022-05-02","Linked at the registration","Journal publication","No","No",NA,"2020-06-16","2009-05-01","2018-09-30","2018","2018-09-30","2018","Completed","Not Applicable",70,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1019","NCT04470219",NA,"NCT04470219","Eligible","Linkoeping University","Irrelevant intervention type",NA,"Yes","10.1080/11038128.2021.1917654","3.3909985E7","https://www.tandfonline.com/doi/full/10.1080/11038128.2021.1917654","2021-04-28","Systematic Google search","Journal publication","No","No",NA,"2020-03-27","2016-10-31","2018-02-28","2018","2018-02-28","2018","Completed","Not Applicable",16,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1008","NCT04474769",NA,"NCT04474769","Eligible","University of Tampere","Irrelevant intervention type",NA,"Yes","10.1111/scs.12963","33522636","https://onlinelibrary.wiley.com/doi/full/10.1111/scs.12963","2021-02-01","Systematic Google search","Journal publication","No","No",NA,"2020-06-28","2015-10-01","2017-11-30","2017","2017-11-30","2017","Completed","Not Applicable",114,"Yes",NA,"Only non-industry","Yes","No","Yes","small"
"1006","NCT04476875",NA,"NCT04476875","Eligible","Herlev and Gentofte Hospital","Irrelevant intervention type",NA,"Yes","10.1007/s10067-021-05674-y","33677724","https://link.springer.com/article/10.1007/s10067-021-05674-y","2021-03-06","Linked at the registration","Journal publication","No","No",NA,"2020-07-07","2015-02-01","2017-01-01","2017","2017-01-01","2017","Completed","Not Applicable",282,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"977","NCT04493398",NA,"NCT04493398","Eligible","University of Bergen","Irrelevant intervention type",NA,"Yes","10.1186/s12903-021-01397-3","33478480","doi.org/10.1186/s12903-021-01397-3","2021-01-21","Linked at the registration","Journal publication","No","No",NA,"2020-07-23","2015-06-01","2018-12-01","2018","2016-06-30","2016","Completed","Not Applicable",20,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"961","NCT04512157",NA,"NCT04512157","Ineligible",NA,"Ignore, ineligible",NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"2020-08-04","2012-04-01","2016-09-30","2016","2016-09-30","2016","Completed","Not Applicable",285,"Yes",NA,"Only non-industry","Yes","Yes","Yes",NA
"579","NCT04539847",NA,"NCT04539847","Eligible","University of Southern Denmark","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2020-08-31","2016-12-31","2018-05-31","2018","2018-05-31","2018","Completed","Not Applicable",208,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"578","NCT04548362",NA,"NCT04548362","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.1002/mnfr.201900106","3.1141834E7","https://doi.org/10.1002/mnfr.201900106","2019-06-13","Linked at the registration","Journal publication","No","No",NA,"2020-09-07","2016-02-15","2016-05-30","2016","2016-05-30","2016","Completed","Not Applicable",12,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"577","NCT04566354",NA,"NCT04566354","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2015-09-22","2015-09-30","2017-09-30","2017","2016-09-30","2016","Completed","Not Applicable",18,"No",NA,"Only non-industry","No","No","Yes","large"
